Garment,Fabric_Type,Fabric_m,Price_per_m,Material_Cost_ZAR,Total_Cost_ZAR
Jacket,Denim,2.0,85,170.0,181.87
Jacket,Denim,4.4,130,572.0,656.73
Jacket,Nylon,1.7,52,88.4,50.0
Jacket,Nylon,4.1,85,348.5,524.86
Jacket,Polyester,1.8,50,90.0,122.22
Jacket,Polyester,4.2,82,344.4,299.4
Jacket,Silk,2.1,145,304.5,346.16
Jacket,Silk,4.6,192,883.2,945.44
Jacket,Wool,2.0,185,370.0,429.09
Jacket,Wool,4.4,242,1064.8,1208.96
Blouse,Cotton,0.6,52,31.2,50.0
Blouse,Cotton,2.4,98,235.2,316.88
Blouse,Denim,0.8,78,62.4,131.32
Blouse,Denim,2.6,122,317.2,387.86
Blouse,Nylon,0.5,38,19.0,103.09
Blouse,Nylon,2.1,72,151.2,138.45
Blouse,Polyester,0.6,36,21.6,50.0
Blouse,Polyester,2.2,68,149.6,188.53
Blouse,Silk,0.7,130,91.0,207.2
Blouse,Silk,2.4,178,427.2,505.81
Blouse,Wool,0.8,175,140.0,374.48
Blouse,Wool,2.5,215,537.5,580.92
Dress,Cotton,1.8,55,99.0,156.54
Dress,Cotton,5.4,135,729.0,639.76
Dress,Cotton,5.7,140,798.0,696.92
Dress,Denim,1.7,85,144.5,63.95
Dress,Denim,5.4,152,820.8,939.96
Dress,Denim,5.7,155,883.5,1011.89
Dress,Nylon,1.6,40,64.0,50.0
Dress,Nylon,5.3,105,556.5,686.05
Dress,Nylon,5.5,108,594.0,602.54
Dress,Polyester,1.7,35,59.5,179.58
Dress,Polyester,5.5,98,539.0,757.67
Dress,Polyester,5.7,100,570.0,727.68
Dress,Silk,1.8,125,225.0,256.73
Dress,Silk,5.5,225,1237.5,1215.24
Dress,Silk,5.8,230,1334.0,1235.61
Dress,Wool,2.1,175,367.5,416.23
Dress,Wool,5.5,275,1512.5,1578.57
Dress,Wool,5.8,280,1624.0,1635.5
Shirt,Cotton,0.7,50,35.0,96.09
Shirt,Cotton,3.3,112,369.6,462.4
Shirt,Cotton,3.4,115,391.0,419.03
Shirt,Denim,1.0,78,78.0,122.95
Shirt,Denim,3.4,135,459.0,492.73
Shirt,Denim,3.5,138,483.0,549.35
Shirt,Nylon,0.7,38,26.6,50.0
Shirt,Nylon,3.0,80,240.0,414.48
Shirt,Nylon,3.2,82,262.4,285.96
Shirt,Polyester,0.8,38,30.4,140.82
Shirt,Polyester,3.2,78,249.6,366.05
Shirt,Polyester,3.4,80,272.0,341.6
Shirt,Silk,0.9,130,117.0,220.93
Shirt,Silk,3.2,195,624.0,742.67
Shirt,Silk,3.4,200,680.0,740.78
Shirt,Wool,1.0,165,165.0,309.28
Shirt,Wool,3.4,238,809.2,767.89
Shirt,Wool,3.5,240,840.0,888.19
Suit,Cotton,2.8,65,182.0,226.49
Suit,Cotton,6.1,132,805.2,856.49
Suit,Cotton,6.3,135,850.5,959.8
Suit,Denim,3.0,85,255.0,171.98
Suit,Denim,6.3,145,913.5,957.09
Suit,Denim,6.5,148,962.0,1061.01
Suit,Nylon,2.7,52,140.4,258.46
Suit,Nylon,5.7,98,558.6,579.04
Suit,Nylon,5.9,100,590.0,781.52
Suit,Polyester,2.6,50,130.0,106.63
Suit,Polyester,5.9,92,542.8,715.96
Suit,Polyester,6.1,95,579.5,678.74
Suit,Silk,3.3,145,478.5,450.73
Suit,Silk,6.4,215,1376.0,1612.98
Suit,Silk,6.7,220,1474.0,1422.92
Suit,Wool,3.2,180,576.0,723.37
Suit,Wool,6.4,255,1632.0,1772.51
Suit,Wool,6.7,260,1742.0,1713.39
Skirt,Cotton,1.2,58,69.6,248.69
Skirt,Cotton,3.8,112,425.6,437.73
Skirt,Cotton,4.0,115,460.0,540.79
Skirt,Denim,1.4,80,112.0,216.65
Skirt,Denim,3.9,132,514.8,623.66
Skirt,Denim,4.1,135,553.5,711.69
Skirt,Nylon,1.1,45,49.5,144.38
Skirt,Nylon,3.4,82,278.8,248.84
Skirt,Nylon,3.6,85,306.0,457.44
Skirt,Polyester,1.0,42,42.0,50.0
Skirt,Polyester,3.5,78,273.0,375.92
Skirt,Polyester,3.7,80,296.0,477.03
Skirt,Silk,1.5,132,198.0,198.67
Skirt,Silk,4.1,188,770.8,858.8
Skirt,Silk,4.3,192,825.6,783.15
Skirt,Wool,1.4,175,245.0,265.78
Skirt,Wool,3.9,238,928.2,935.95
Skirt,Wool,4.1,242,992.2,1122.04
Trousers,Cotton,1.0,55,55.0,266.89
Trousers,Cotton,3.3,110,363.0,538.33
Trousers,Cotton,3.5,112,392.0,439.57
Trousers,Denim,1.1,80,88.0,187.21
Trousers,Denim,3.4,132,448.8,388.75
Trousers,Denim,3.6,135,486.0,463.18
Trousers,Nylon,0.9,45,40.5,138.32
Trousers,Nylon,3.1,82,254.2,479.12
Trousers,Nylon,3.3,85,280.5,233.35
Trousers,Polyester,1.0,42,42.0,69.29
Trousers,Polyester,3.3,78,257.4,322.41
Trousers,Polyester,3.5,80,280.0,327.14
Trousers,Silk,1.3,135,175.5,192.4
Trousers,Silk,3.8,192,729.6,849.6
Trousers,Silk,4.0,198,792.0,786.24
Trousers,Wool,1.2,172,206.4,239.31
Trousers,Wool,3.7,238,880.6,1004.83
Trousers,Wool,3.9,242,943.8,966.28
Jacket,Cotton,1.7,60,102.0,157.07
Jacket,Cotton,4.6,115,529.0,562.73
Jacket,Cotton,4.8,118,566.4,631.73
Jacket,Denim,1.9,82,155.8,183.88
Jacket,Denim,4.6,135,621.0,629.47
Jacket,Denim,4.8,138,662.4,817.05
Jacket,Nylon,1.6,50,80.0,144.33
Jacket,Nylon,4.3,90,387.0,476.7
Jacket,Nylon,4.5,92,414.0,555.6
Jacket,Polyester,1.7,48,81.6,92.41
Jacket,Polyester,4.4,88,387.2,520.73
Jacket,Polyester,4.6,90,414.0,481.9
Jacket,Silk,2.0,142,284.0,366.9
Jacket,Silk,4.8,198,950.4,1024.19
Jacket,Silk,5.0,202,1010.0,921.45
Jacket,Wool,1.9,182,345.8,317.77
Jacket,Wool,4.6,248,1140.8,1141.7
Jacket,Wool,4.8,252,1209.6,1327.39
Blouse,Cotton,0.6,50,30.0,214.75
Blouse,Cotton,2.6,102,265.2,466.59
Blouse,Cotton,2.8,105,294.0,375.15
Blouse,Denim,0.8,75,60.0,126.8
Blouse,Denim,2.8,128,358.4,253.48
Blouse,Denim,3.0,130,390.0,406.05
Blouse,Nylon,0.5,35,17.5,50.0
Blouse,Nylon,2.3,75,172.5,185.65
Blouse,Nylon,2.5,78,195.0,211.31
Blouse,Polyester,0.6,35,21.0,50.0
Blouse,Polyester,2.4,72,172.8,59.43
Blouse,Polyester,2.6,75,195.0,337.44
Blouse,Silk,0.7,128,89.6,89.64
Blouse,Silk,2.7,182,491.4,623.46
Blouse,Silk,2.9,188,545.2,721.73
Blouse,Wool,0.8,172,137.6,99.22
Blouse,Wool,2.8,220,616.0,448.04
Blouse,Wool,3.0,225,675.0,714.42
Hoodie,Cotton,1.3,65,84.5,199.59
Hoodie,Cotton,3.5,108,378.0,642.79
Hoodie,Cotton,3.7,110,407.0,418.21
Hoodie,Denim,1.5,85,127.5,269.98
Hoodie,Denim,3.6,130,468.0,455.88
Hoodie,Denim,3.8,132,501.6,594.6
Hoodie,Nylon,1.2,52,62.4,349.96
Hoodie,Nylon,3.3,82,270.6,195.17
Hoodie,Nylon,3.5,85,297.5,337.65
Hoodie,Polyester,1.3,48,62.4,128.7
Hoodie,Polyester,3.4,78,265.2,447.14
Hoodie,Polyester,3.6,80,288.0,388.39
Hoodie,Silk,1.6,142,227.2,367.45
Hoodie,Silk,3.8,188,714.4,709.84
Hoodie,Silk,4.0,192,768.0,815.31
Hoodie,Wool,1.7,190,323.0,367.1
Hoodie,Wool,3.9,238,928.2,1005.11
Hoodie,Wool,4.1,242,992.2,1046.31
Coat,Cotton,2.2,75,165.0,269.46
Coat,Cotton,4.6,110,506.0,534.79
Coat,Cotton,5.1,115,586.5,763.48
Coat,Denim,2.5,95,237.5,254.62
Coat,Denim,4.9,130,637.0,530.19
Coat,Denim,5.2,132,686.4,811.63
Coat,Nylon,2.0,58,116.0,119.65
Coat,Nylon,4.5,88,396.0,465.66
Coat,Nylon,4.7,90,423.0,407.05
Coat,Polyester,2.1,52,109.2,316.93
Coat,Polyester,4.6,82,377.2,319.03
Coat,Polyester,4.8,85,408.0,671.8
Coat,Silk,2.6,155,403.0,537.7
Coat,Silk,5.2,198,1029.6,1158.45
Coat,Silk,5.5,202,1111.0,1201.86
Coat,Wool,2.4,195,468.0,522.55
Coat,Wool,5.0,238,1190.0,1302.33
Coat,Wool,5.3,242,1282.6,1435.29
Jersey,Cotton,0.9,58,52.2,199.13
Jersey,Cotton,3.1,102,316.2,362.96
Jersey,Cotton,3.3,105,346.5,400.61
Jersey,Denim,1.1,85,93.5,195.08
Jersey,Denim,3.2,125,400.0,443.29
Jersey,Denim,3.4,128,435.2,559.76
Jersey,Nylon,0.8,45,36.0,187.79
Jersey,Nylon,2.8,78,218.4,102.5
Jersey,Nylon,3.0,80,240.0,315.5
Jersey,Polyester,0.9,42,37.8,80.5
Jersey,Polyester,2.9,75,217.5,236.09
Jersey,Polyester,3.1,78,241.8,257.48
Jersey,Silk,1.0,138,138.0,279.83
Jersey,Silk,3.1,182,564.2,692.71
Jersey,Silk,3.3,188,620.4,642.07
Jersey,Wool,1.2,178,213.6,307.32
Jersey,Wool,3.3,228,752.4,784.07
Jersey,Wool,3.5,232,812.0,770.88
Shorts,Cotton,0.7,58,40.6,86.3
Shorts,Cotton,2.7,98,264.6,410.68
Shorts,Cotton,2.9,100,290.0,386.93
Shorts,Denim,0.9,85,76.5,151.22
Shorts,Denim,2.9,122,353.8,478.52
Shorts,Denim,3.1,128,396.8,492.75
Shorts,Nylon,0.6,42,25.2,50.0
Shorts,Nylon,2.4,75,180.0,282.6
Shorts,Nylon,2.6,78,202.8,292.21
Shorts,Polyester,0.7,40,28.0,175.92
Shorts,Polyester,2.5,70,175.0,304.72
Shorts,Polyester,2.7,72,194.4,336.85
Shorts,Silk,0.8,135,108.0,238.52
Shorts,Silk,2.6,175,455.0,611.76
Shorts,Silk,2.8,180,504.0,560.0
Shorts,Wool,1.0,178,178.0,218.45
Shorts,Wool,2.8,218,610.4,650.09
Shorts,Wool,3.0,222,666.0,687.78
Tracksuit,Cotton,2.0,72,144.0,130.05
Tracksuit,Cotton,4.4,108,475.2,539.29
Tracksuit,Cotton,4.6,110,506.0,557.2
Tracksuit,Denim,2.2,95,209.0,261.76
Tracksuit,Denim,4.6,130,598.0,570.09
Tracksuit,Denim,4.8,132,633.6,744.7
Tracksuit,Nylon,1.8,55,99.0,166.09
Tracksuit,Nylon,4.1,85,348.5,347.84
Tracksuit,Nylon,4.3,88,378.4,474.15
Tracksuit,Polyester,1.9,50,95.0,258.76
Tracksuit,Polyester,4.2,80,336.0,285.68
Tracksuit,Polyester,4.4,82,360.8,364.24
Tracksuit,Silk,2.2,148,325.6,318.55
Tracksuit,Silk,4.6,190,874.0,848.07
Tracksuit,Silk,4.8,195,936.0,1042.6
Tracksuit,Wool,2.4,195,468.0,547.37
Tracksuit,Wool,4.8,235,1128.0,1150.04
Tracksuit,Wool,5.0,240,1200.0,1165.77
Dress,Cotton,1.7,52,88.4,212.35
Dress,Cotton,5.6,138,772.8,750.28
Dress,Denim,1.6,82,131.2,241.72
Dress,Denim,5.6,155,868.0,1000.93
Dress,Nylon,1.5,38,57.0,209.69
Dress,Nylon,5.4,108,583.2,567.43
Dress,Polyester,1.6,32,51.2,50.0
Dress,Polyester,5.6,98,548.8,614.67
Dress,Silk,1.7,122,207.4,447.28
Dress,Silk,5.6,228,1276.8,1391.3
Dress,Wool,2.0,172,344.0,396.82
Dress,Wool,5.6,278,1556.8,1585.7
Shirt,Cotton,0.7,48,33.6,146.51
Shirt,Cotton,3.2,110,352.0,395.53
Shirt,Denim,0.9,75,67.5,206.45
Shirt,Denim,3.3,132,435.6,527.75
Shirt,Nylon,0.7,36,25.2,175.21
Shirt,Nylon,3.0,80,240.0,485.27
Shirt,Polyester,0.8,36,28.8,165.41
Shirt,Polyester,3.2,75,240.0,292.59
Shirt,Silk,0.9,128,115.2,162.27
Shirt,Silk,3.1,192,595.2,524.69
Shirt,Wool,1.0,162,162.0,181.57
Shirt,Wool,3.3,235,775.5,773.61
Suit,Cotton,2.7,60,162.0,228.45
Suit,Cotton,6.0,130,780.0,862.5
Suit,Denim,2.9,82,237.8,243.73
Suit,Denim,6.2,142,880.4,995.0
Suit,Nylon,2.6,50,130.0,215.02
Suit,Nylon,5.8,98,568.4,644.7
Suit,Polyester,2.5,48,120.0,204.25
Suit,Polyester,5.8,88,510.4,577.11
Suit,Silk,3.2,142,454.4,568.67
Suit,Silk,6.3,210,1323.0,1323.56
Suit,Wool,3.1,182,564.2,546.53
Suit,Wool,6.3,252,1587.6,1623.68
Skirt,Cotton,1.2,55,66.0,72.43
Skirt,Cotton,3.7,110,407.0,432.17
Skirt,Denim,1.3,78,101.4,126.46
Skirt,Denim,3.7,128,473.6,577.59
Skirt,Nylon,1.0,42,42.0,162.81
Skirt,Nylon,3.3,80,264.0,391.61
Skirt,Polyester,0.9,40,36.0,138.22
Skirt,Polyester,3.4,75,255.0,321.63
Skirt,Silk,1.4,130,182.0,253.47
Skirt,Silk,3.9,185,721.5,786.71
Skirt,Wool,1.3,172,223.6,342.63
Skirt,Wool,3.7,232,858.4,898.42
Trousers,Cotton,0.9,52,46.8,50.0
Trousers,Cotton,3.2,108,345.6,378.47
Trousers,Denim,1.0,78,78.0,238.37
Trousers,Denim,3.3,130,429.0,570.9
Trousers,Nylon,0.8,42,33.6,133.46
Trousers,Nylon,3.0,80,240.0,370.29
Trousers,Polyester,0.9,40,36.0,118.69
Trousers,Polyester,3.2,75,240.0,278.89
Trousers,Silk,1.2,132,158.4,156.79
Trousers,Silk,3.7,190,703.0,728.15
Trousers,Wool,1.1,170,187.0,306.47
Trousers,Wool,3.6,235,846.0,968.85
Jacket,Cotton,1.7,58,98.6,190.08
Jacket,Cotton,4.5,112,504.0,518.03
Jacket,Denim,1.8,80,144.0,166.04
Jacket,Denim,4.5,132,594.0,748.37
Jacket,Nylon,1.5,48,72.0,50.0
Jacket,Nylon,4.2,88,369.6,291.31
Jacket,Polyester,1.6,45,72.0,51.45
Jacket,Polyester,4.3,85,365.5,367.38
Jacket,Silk,1.9,140,266.0,274.65
Jacket,Silk,4.7,195,916.5,1006.35
Jacket,Wool,1.8,180,324.0,385.79
Jacket,Wool,4.5,245,1102.5,1317.11
Blouse,Cotton,0.5,48,24.0,143.66
Blouse,Cotton,2.5,100,250.0,293.68
Blouse,Denim,0.7,72,50.4,123.36
Blouse,Denim,2.7,125,337.5,296.55
Blouse,Nylon,0.4,32,12.8,200.22
Blouse,Nylon,2.2,72,158.4,259.68
Blouse,Polyester,0.5,32,16.0,161.6
Blouse,Polyester,2.3,70,161.0,115.11
Blouse,Silk,0.6,125,75.0,50.0
Blouse,Silk,2.5,180,450.0,570.72
Blouse,Wool,0.7,170,119.0,226.41
Blouse,Wool,2.6,218,566.8,590.72
Dress,Cotton,1.6,50,80.0,65.37
Dress,Cotton,5.8,142,823.6,942.53
Dress,Cotton,6.0,145,870.0,812.24
Dress,Denim,1.5,80,120.0,267.97
Dress,Denim,5.8,158,916.4,942.43
Dress,Denim,6.0,160,960.0,1101.18
Dress,Nylon,1.4,38,53.2,99.4
Dress,Nylon,5.6,110,616.0,757.52
Dress,Nylon,5.8,112,649.6,668.54
Dress,Polyester,1.5,32,48.0,107.71
Dress,Polyester,5.8,102,591.6,663.69
Dress,Polyester,6.0,105,630.0,588.37
Dress,Silk,1.6,120,192.0,273.91
Dress,Silk,5.8,235,1363.0,1383.27
Dress,Silk,6.0,240,1440.0,1469.75
Dress,Wool,1.9,170,323.0,298.96
Dress,Wool,5.8,285,1653.0,1577.63
Dress,Wool,6.0,290,1740.0,1759.58
Shirt,Cotton,0.6,48,28.8,329.87
Shirt,Cotton,3.5,115,402.5,565.71
Shirt,Cotton,3.6,118,424.8,512.35
Shirt,Denim,0.8,75,60.0,124.16
Shirt,Denim,3.6,140,504.0,528.7
Shirt,Denim,3.7,142,525.4,596.69
Shirt,Nylon,0.6,35,21.0,50.0
Shirt,Nylon,3.2,85,272.0,436.1
Shirt,Nylon,3.3,88,290.4,400.39
Shirt,Polyester,0.7,35,24.5,120.7
Shirt,Polyester,3.4,82,278.8,423.89
Shirt,Polyester,3.5,85,297.5,402.98
Shirt,Silk,0.8,125,100.0,260.78
Shirt,Silk,3.4,202,686.8,790.46
Shirt,Silk,3.5,205,717.5,786.78
Shirt,Wool,0.9,160,144.0,142.71
Shirt,Wool,3.6,242,871.2,913.89
Shirt,Wool,3.7,245,906.5,1136.4
Suit,Cotton,2.6,62,161.2,147.69
Suit,Cotton,6.4,135,864.0,840.25
Suit,Cotton,6.6,138,910.8,1022.23
Suit,Denim,2.8,82,229.6,283.44
Suit,Denim,6.6,148,976.8,1061.88
Suit,Denim,6.8,150,1020.0,1082.41
Suit,Nylon,2.5,50,125.0,171.16
Suit,Nylon,6.0,100,600.0,743.44
Suit,Nylon,6.2,102,632.4,620.58
Suit,Polyester,2.4,48,115.2,168.68
Suit,Polyester,6.2,95,589.0,692.21
Suit,Polyester,6.4,98,627.2,531.19
Suit,Silk,3.1,140,434.0,451.73
Suit,Silk,6.8,220,1496.0,1709.39
Suit,Silk,7.0,225,1575.0,1649.58
Suit,Wool,3.0,178,534.0,624.41
Suit,Wool,6.8,260,1768.0,1719.9
Suit,Wool,7.0,265,1855.0,1883.48
Skirt,Cotton,1.1,55,60.5,150.18
Skirt,Cotton,4.0,115,460.0,524.02
Skirt,Cotton,4.2,118,495.6,709.32
Skirt,Denim,1.3,78,101.4,260.49
Skirt,Denim,4.2,135,567.0,579.12
Skirt,Denim,4.4,138,607.2,702.8
Skirt,Nylon,1.0,42,42.0,176.6
Skirt,Nylon,3.7,85,314.5,494.54
Skirt,Nylon,3.9,88,343.2,523.48
Skirt,Polyester,0.9,40,36.0,50.0
Skirt,Polyester,3.8,80,304.0,329.81
Skirt,Polyester,4.0,82,328.0,305.09
Skirt,Silk,1.4,128,179.2,213.54
Skirt,Silk,4.4,192,844.8,970.0
Skirt,Silk,4.6,195,897.0,1046.51
Skirt,Wool,1.3,170,221.0,306.27
Skirt,Wool,4.2,242,1016.4,1062.26
Skirt,Wool,4.4,245,1078.0,1182.45
Trousers,Cotton,0.9,50,45.0,50.0
Trousers,Cotton,3.6,115,414.0,605.69
Trousers,Cotton,3.8,118,448.4,384.07
Trousers,Denim,1.0,75,75.0,122.94
Trousers,Denim,3.7,135,499.5,676.22
Trousers,Denim,3.9,138,538.2,650.71
Trousers,Nylon,0.8,40,32.0,119.66
Trousers,Nylon,3.4,85,289.0,335.02
Trousers,Nylon,3.6,88,316.8,373.19
Trousers,Polyester,0.9,38,34.2,166.81
Trousers,Polyester,3.6,80,288.0,152.08
Trousers,Polyester,3.8,82,311.6,450.32
Trousers,Silk,1.1,128,140.8,147.34
Trousers,Silk,4.1,195,799.5,816.38
Trousers,Silk,4.3,198,851.4,918.01
Trousers,Wool,1.0,168,168.0,267.42
Trousers,Wool,4.0,240,960.0,883.39
Trousers,Wool,4.2,245,1029.0,1169.88
Jacket,Cotton,1.6,55,88.0,335.77
Jacket,Cotton,4.9,118,578.2,592.32
Jacket,Cotton,5.1,120,612.0,681.32
Jacket,Denim,1.7,78,132.6,168.64
Jacket,Denim,4.9,138,676.2,736.34
Jacket,Denim,5.1,140,714.0,795.45
Jacket,Nylon,1.4,48,67.2,90.79
Jacket,Nylon,4.6,92,423.2,497.02
Jacket,Nylon,4.8,95,456.0,654.17
Jacket,Polyester,1.5,45,67.5,107.09
Jacket,Polyester,4.7,90,423.0,559.32
Jacket,Polyester,4.9,92,450.8,470.2
Jacket,Silk,1.8,138,248.4,273.22
Jacket,Silk,5.1,200,1020.0,1078.65
Jacket,Silk,5.3,205,1086.5,1310.5
Jacket,Wool,1.7,178,302.6,389.44
Jacket,Wool,5.0,250,1250.0,1290.37
Jacket,Wool,5.2,255,1326.0,1394.95
Blouse,Cotton,0.5,45,22.5,50.0
Blouse,Cotton,2.9,105,304.5,397.12
Blouse,Cotton,3.1,108,334.8,462.39
Blouse,Denim,0.7,72,50.4,115.28
Blouse,Denim,3.1,130,403.0,462.53
Blouse,Denim,3.3,132,435.6,543.67
Blouse,Nylon,0.4,32,12.8,96.84
Blouse,Nylon,2.6,78,202.8,217.81
Blouse,Nylon,2.8,80,224.0,440.46
Blouse,Polyester,0.5,32,16.0,112.36
Blouse,Polyester,2.7,75,202.5,284.46
Blouse,Polyester,2.9,78,226.2,213.33
Blouse,Silk,0.6,122,73.2,239.36
Blouse,Silk,3.0,185,555.0,648.32
Blouse,Silk,3.2,190,608.0,612.99
Blouse,Wool,0.7,168,117.6,282.32
Blouse,Wool,3.1,222,688.2,856.33
Blouse,Wool,3.3,225,742.5,755.19
Hoodie,Cotton,1.2,62,74.4,50.0
Hoodie,Cotton,3.8,112,425.6,569.63
Hoodie,Cotton,4.0,115,460.0,489.33
Hoodie,Denim,1.4,82,114.8,231.47
Hoodie,Denim,3.9,135,526.5,419.82
Hoodie,Denim,4.1,138,565.8,674.16
Hoodie,Nylon,1.1,50,55.0,50.0
Hoodie,Nylon,3.6,85,306.0,429.15
Hoodie,Nylon,3.8,88,334.4,413.48
Hoodie,Polyester,1.2,45,54.0,74.01
Hoodie,Polyester,3.7,80,296.0,352.28
Hoodie,Polyester,3.9,82,319.8,461.59
Hoodie,Silk,1.5,140,210.0,323.99
Hoodie,Silk,4.1,190,779.0,844.1
Hoodie,Silk,4.3,195,838.5,1055.66
Hoodie,Wool,1.6,188,300.8,289.75
Hoodie,Wool,4.2,240,1008.0,1244.05
Hoodie,Wool,4.4,245,1078.0,1135.88
Coat,Cotton,2.0,72,144.0,135.17
Coat,Cotton,4.8,112,537.6,504.2
Coat,Cotton,5.3,118,625.4,681.13
Coat,Denim,2.3,92,211.6,343.15
Coat,Denim,5.1,132,673.2,780.57
Coat,Denim,5.4,135,729.0,917.04
Coat,Nylon,1.8,55,99.0,96.48
Coat,Nylon,4.8,90,432.0,499.09
Coat,Nylon,5.0,92,460.0,474.48
Coat,Polyester,1.9,50,95.0,221.44
Coat,Polyester,4.9,85,416.5,559.43
Coat,Polyester,5.1,88,448.8,513.05
Coat,Silk,2.4,152,364.8,202.27
Coat,Silk,5.5,200,1100.0,1161.01
Coat,Silk,5.8,205,1189.0,1308.96
Coat,Wool,2.2,192,422.4,551.91
Coat,Wool,5.3,240,1272.0,1448.26
Coat,Wool,5.6,245,1372.0,1404.17
Jersey,Cotton,0.8,55,44.0,144.33
Jersey,Cotton,3.4,108,367.2,512.2
Jersey,Cotton,3.6,110,396.0,347.77
Jersey,Denim,1.0,82,82.0,211.12
Jersey,Denim,3.5,128,448.0,514.95
Jersey,Denim,3.7,130,481.0,542.85
Jersey,Nylon,0.7,42,29.4,150.64
Jersey,Nylon,3.1,80,248.0,285.23
Jersey,Nylon,3.3,82,270.6,323.61
Jersey,Polyester,0.8,40,32.0,109.58
Jersey,Polyester,3.2,78,249.6,254.55
Jersey,Polyester,3.4,80,272.0,304.06
Jersey,Silk,0.9,135,121.5,235.77
Jersey,Silk,3.4,185,629.0,592.3
Jersey,Silk,3.6,190,684.0,811.29
Jersey,Wool,1.1,175,192.5,333.41
Jersey,Wool,3.6,230,828.0,769.76
Jersey,Wool,3.8,235,893.0,944.87
Shorts,Cotton,0.6,55,33.0,221.12
Shorts,Cotton,3.0,100,300.0,267.95
Shorts,Cotton,3.2,102,326.4,338.35
Shorts,Denim,0.8,80,64.0,133.87
Shorts,Denim,3.2,125,400.0,515.12
Shorts,Denim,3.4,128,435.2,456.22
Shorts,Nylon,0.5,40,20.0,72.91
Shorts,Nylon,2.7,78,210.6,353.94
Shorts,Nylon,2.9,80,232.0,419.23
Shorts,Polyester,0.6,38,22.8,192.67
Shorts,Polyester,2.8,72,201.6,246.04
Shorts,Polyester,3.0,75,225.0,213.0
Shorts,Silk,0.7,130,91.0,92.33
Shorts,Silk,2.9,178,516.2,592.63
Shorts,Silk,3.1,182,564.2,692.78
Shorts,Wool,0.9,175,157.5,344.28
Shorts,Wool,3.1,220,682.0,786.09
Shorts,Wool,3.3,225,742.5,748.07
Tracksuit,Cotton,1.8,68,122.4,304.79
Tracksuit,Cotton,4.7,112,526.4,522.08
Tracksuit,Cotton,4.9,115,563.5,572.52
Tracksuit,Denim,2.0,92,184.0,265.88
Tracksuit,Denim,4.9,132,646.8,823.41
Tracksuit,Denim,5.1,135,688.5,986.2
Tracksuit,Nylon,1.6,52,83.2,215.99
Tracksuit,Nylon,4.4,88,387.2,426.37
Tracksuit,Nylon,4.6,90,414.0,539.34
Tracksuit,Polyester,1.7,48,81.6,236.59
Tracksuit,Polyester,4.5,82,369.0,418.8
Tracksuit,Polyester,4.7,85,399.5,563.98
Tracksuit,Silk,2.0,145,290.0,422.36
Tracksuit,Silk,4.9,195,955.5,1054.06
Tracksuit,Silk,5.1,200,1020.0,1130.26
Tracksuit,Wool,2.2,192,422.4,550.22
Tracksuit,Wool,5.1,238,1213.8,1365.11
Tracksuit,Wool,5.3,242,1282.6,1265.02
Dress,Cotton,1.5,48,72.0,58.87
Dress,Cotton,5.9,145,855.5,882.47
Dress,Denim,1.4,78,109.2,221.37
Dress,Denim,5.9,160,944.0,1072.78
Dress,Nylon,1.3,35,45.5,120.05
Dress,Nylon,5.7,112,638.4,791.77
Dress,Polyester,1.4,30,42.0,125.58
Dress,Polyester,5.9,105,619.5,780.97
Dress,Silk,1.5,118,177.0,191.61
Dress,Silk,5.9,238,1404.2,1478.99
Dress,Wool,1.8,168,302.4,403.89
Dress,Wool,5.9,288,1699.2,1867.28
Shirt,Cotton,0.6,45,27.0,72.81
Shirt,Cotton,3.4,115,391.0,413.6
Shirt,Denim,0.8,72,57.6,50.0
Shirt,Denim,3.5,138,483.0,544.06
Shirt,Nylon,0.6,32,19.2,163.4
Shirt,Nylon,3.2,85,272.0,391.41
Shirt,Polyester,0.7,32,22.4,141.18
Shirt,Polyester,3.4,80,272.0,389.76
Shirt,Silk,0.8,122,97.6,169.13
Shirt,Silk,3.3,198,653.4,683.57
Shirt,Wool,0.9,158,142.2,253.94
Shirt,Wool,3.5,240,840.0,928.77
Suit,Cotton,2.5,58,145.0,244.13
Suit,Cotton,6.3,135,850.5,892.8
Suit,Denim,2.7,80,216.0,91.49
Suit,Denim,6.5,145,942.5,1144.3
Suit,Nylon,2.4,48,115.2,148.06
Suit,Nylon,6.1,102,622.2,609.09
Suit,Polyester,2.3,45,103.5,187.84
Suit,Polyester,6.1,92,561.2,628.62
Suit,Silk,3.0,138,414.0,609.99
Suit,Silk,6.5,215,1397.5,1525.06
Suit,Wool,2.9,175,507.5,671.09
Suit,Wool,6.5,255,1657.5,1616.41
Skirt,Cotton,1.1,52,57.2,216.66
Skirt,Cotton,3.9,115,448.5,523.22
Skirt,Denim,1.2,75,90.0,91.13
Skirt,Denim,4.0,132,528.0,652.82
Skirt,Nylon,0.9,40,36.0,50.0
Skirt,Nylon,3.6,85,306.0,412.84
Skirt,Polyester,0.8,38,30.4,50.0
Skirt,Polyester,3.7,80,296.0,283.92
Skirt,Silk,1.3,125,162.5,124.61
Skirt,Silk,4.2,190,798.0,991.97
Skirt,Wool,1.2,168,201.6,194.11
Skirt,Wool,4.0,238,952.0,1178.75
Trousers,Cotton,0.8,48,38.4,96.96
Trousers,Cotton,3.5,115,402.5,348.65
Trousers,Denim,0.9,72,64.8,86.54
Trousers,Denim,3.6,135,486.0,618.26
